epoch,n_box,n_dfl,s_box,s_dfl,m_box,m_dfl,l_box,l_dfl,x_box,x_dfl
253,0.7313,0.93126,0.54024,0.87597,0.41602,0.85014,0.36613,0.8424,0.34443,0.83728
254,0.72563,0.92771,0.53227,0.87097,0.41953,0.84866,0.36735,0.84195,0.34472,0.8364
255,0.71084,0.92879,0.51989,0.86764,0.41184,0.84626,0.3514,0.83376,0.33518,0.83031
256,0.71425,0.92116,0.52651,0.86685,0.41592,0.84732,0.36061,0.83749,0.33856,0.83126
257,0.70355,0.92044,0.51785,0.86679,0.41489,0.84676,0.35975,0.83869,0.33983,0.83457
258,0.69883,0.91885,0.52071,0.86675,0.40545,0.8469,0.35845,0.83972,0.33665,0.83538
259,0.71175,0.92393,0.51946,0.86561,0.41545,0.84759,0.36247,0.84172,0.33468,0.83374
260,0.72016,0.9248,0.52098,0.86556,0.41924,0.85256,0.36133,0.83894,0.33943,0.83689
261,0.71867,0.92216,0.53031,0.86777,0.41693,0.85124,0.36706,0.84166,0.33863,0.83693
262,0.71297,0.92371,0.52719,0.86742,0.41068,0.84251,0.36446,0.83615,0.33501,0.83119
263,0.71327,0.91818,0.52096,0.86202,0.41302,0.85081,0.35635,0.83614,0.33408,0.83392
264,0.71246,0.9205,0.52338,0.86405,0.41799,0.84928,0.35886,0.83699,0.3383,0.83485
265,0.70091,0.91511,0.51414,0.86106,0.41703,0.85692,0.35635,0.84249,0.33729,0.84189
266,0.7098,0.9166,0.51425,0.86259,0.41118,0.85321,0.35753,0.84386,0.33872,0.84255
267,0.69866,0.91924,0.51209,0.86547,0.40566,0.8472,0.35652,0.83694,0.33899,0.8355
268,0.70301,0.91929,0.51192,0.86411,0.41552,0.84942,0.36127,0.84231,0.33317,0.83398
269,0.70614,0.92111,0.51891,0.86583,0.41268,0.85433,0.3544,0.8444,0.33275,0.84085
270,0.71052,0.92397,0.52188,0.87036,0.40672,0.84556,0.34716,0.83797,0.32972,0.8329
271,0.70614,0.92329,0.52079,0.86944,0.40754,0.8458,0.35585,0.84111,0.32937,0.82954
272,0.70606,0.92506,0.51213,0.86647,0.4034,0.84513,0.35186,0.84009,0.32688,0.83121
273,0.70535,0.92031,0.51193,0.8629,0.41011,0.84796,0.35099,0.8416,0.33358,0.83521
274,0.69436,0.91443,0.51293,0.86333,0.40407,0.84581,0.348,0.84077,0.32612,0.83353
275,0.70597,0.92248,0.51875,0.86793,0.39911,0.84435,0.34202,0.83534,0.32076,0.83091
276,0.70098,0.91834,0.51114,0.86134,0.41266,0.84787,0.3515,0.83733,0.33162,0.83548
277,0.6929,0.91071,0.51047,0.86157,0.40544,0.84024,0.34459,0.83151,0.32435,0.82854
278,0.70283,0.91579,0.52811,0.86832,0.41792,0.84864,0.36291,0.84414,0.33328,0.84091
279,0.70265,0.91624,0.51386,0.86311,0.40318,0.84499,0.34988,0.83822,0.32969,0.8358
280,0.70094,0.91572,0.51561,0.86377,0.40382,0.84553,0.35232,0.84312,0.32756,0.83881
281,0.69259,0.92168,0.50897,0.86705,0.39472,0.84401,0.34502,0.83642,0.31678,0.83062
282,0.69991,0.9185,0.51748,0.86695,0.39966,0.84239,0.35358,0.8361,0.33022,0.8333
283,0.68701,0.91491,0.50649,0.86438,0.40212,0.83749,0.35159,0.83637,0.33484,0.83566
284,0.68986,0.91663,0.50872,0.86151,0.40883,0.84574,0.35336,0.83596,0.32524,0.82995
285,0.68841,0.91363,0.51346,0.86569,0.4003,0.84127,0.35028,0.83826,0.32604,0.83376
286,0.6899,0.91455,0.50266,0.86074,0.39755,0.83878,0.34236,0.83638,0.31817,0.8313
287,0.69866,0.91326,0.50596,0.85981,0.39562,0.84288,0.34138,0.84028,0.32407,0.83544
288,0.69619,0.9093,0.50464,0.85722,0.38685,0.84023,0.33922,0.83472,0.31151,0.82888
289,0.68454,0.9165,0.50464,0.86444,0.39016,0.84696,0.33782,0.83815,0.31547,0.83595
290,0.70681,0.92416,0.5238,0.86983,0.38984,0.83537,0.33496,0.8273,0.32067,0.82746
291,0.69212,0.914,0.50511,0.86186,0.39512,0.83961,0.34649,0.83436,0.32057,0.8301
292,0.68681,0.91316,0.50312,0.86174,0.38914,0.84468,0.33769,0.8379,0.31527,0.83394
293,0.68532,0.91417,0.50296,0.86054,0.40274,0.84117,0.34224,0.8314,0.31866,0.82843
294,0.69592,0.91406,0.5003,0.85805,0.38921,0.83685,0.33984,0.82988,0.31839,0.8325
295,0.67461,0.90918,0.48888,0.8578,0.39705,0.84346,0.34328,0.8358,0.31687,0.83238
296,0.70258,0.92036,0.50851,0.86279,0.38964,0.84089,0.34129,0.83358,0.31331,0.83178
297,0.68309,0.91102,0.49438,0.85639,0.39347,0.8373,0.33892,0.82725,0.31632,0.82853
298,0.70544,0.92064,0.507,0.86051,0.39144,0.84527,0.33975,0.83499,0.32027,0.83575
299,0.68392,0.91745,0.49353,0.86208,0.39193,0.84098,0.33381,0.83001,0.31427,0.83111
300,0.69521,0.91671,0.50067,0.86081,0.38852,0.83874,0.33636,0.8305,0.31568,0.83271
301,0.68676,0.91482,0.49558,0.86073,0.38375,0.83176,0.33501,0.82343,0.31268,0.82753
302,0.6797,0.91394,0.49481,0.86003,0.38849,0.83758,0.33597,0.83268,0.31033,0.83052
303,0.6741,0.9139,0.49662,0.86404,0.39958,0.84383,0.34502,0.8347,0.31909,0.83528
304,0.69944,0.92317,0.5145,0.87293,0.40291,0.84507,0.35067,0.83859,0.32378,0.83503
305,0.68489,0.91675,0.50104,0.86222,0.39438,0.84014,0.34001,0.83227,0.31316,0.82803
306,0.68337,0.91648,0.49465,0.86361,0.37795,0.83338,0.32558,0.8266,0.30109,0.82287
307,0.67656,0.90958,0.49464,0.85916,0.39264,0.8441,0.34053,0.83569,0.31957,0.83684
308,0.70019,0.91157,0.50957,0.85924,0.3848,0.83991,0.33687,0.8353,0.31615,0.83265
309,0.67343,0.91378,0.49552,0.86127,0.38828,0.83956,0.33644,0.83319,0.30853,0.82918
310,0.67668,0.90878,0.49022,0.85796,0.38654,0.84273,0.3352,0.83463,0.30509,0.82936
311,0.65581,0.90218,0.47968,0.85255,0.38013,0.83643,0.32696,0.83042,0.30334,0.82666
312,0.67936,0.91087,0.49514,0.85762,0.38251,0.84097,0.32954,0.83394,0.30589,0.83124
313,0.68019,0.91149,0.48854,0.8577,0.3917,0.84629,0.34213,0.83935,0.31238,0.83413
314,0.68672,0.91103,0.49679,0.85902,0.38533,0.83921,0.33063,0.8294,0.30127,0.82526
315,0.67348,0.91096,0.49494,0.86148,0.37753,0.84001,0.33562,0.83498,0.30643,0.8271
316,0.66739,0.9062,0.49134,0.85891,0.38511,0.83507,0.33128,0.82636,0.31026,0.8267
317,0.69241,0.91354,0.49605,0.86017,0.38013,0.83009,0.33062,0.82286,0.30954,0.8232
318,0.67633,0.9121,0.48245,0.85771,0.38209,0.83973,0.33123,0.83126,0.30777,0.83151
319,0.67851,0.90702,0.49155,0.85415,0.37989,0.83978,0.32883,0.83068,0.30712,0.82839
320,0.68808,0.91488,0.50593,0.86426,0.3825,0.83883,0.32774,0.83252,0.30864,0.83291
321,0.67382,0.91356,0.48758,0.85938,0.38369,0.83391,0.32848,0.82616,0.30328,0.82403
322,0.67565,0.91513,0.49571,0.86309,0.37576,0.83516,0.32589,0.82802,0.30105,0.82419
323,0.66645,0.90582,0.48943,0.85734,0.38303,0.83697,0.32827,0.82807,0.30478,0.82735
324,0.6711,0.90973,0.48982,0.85742,0.38288,0.84289,0.32301,0.83237,0.30571,0.83307
325,0.68289,0.9184,0.49746,0.86441,0.37769,0.84098,0.33361,0.83473,0.30578,0.8307
326,0.66841,0.90514,0.48843,0.85268,0.38203,0.84154,0.32885,0.83313,0.30705,0.83102
327,0.67319,0.91224,0.48385,0.85632,0.37463,0.8389,0.32462,0.8285,0.29967,0.82333
328,0.67801,0.91086,0.49166,0.8581,0.36885,0.83212,0.31765,0.82516,0.29539,0.82073
329,0.66916,0.91188,0.48111,0.85909,0.3865,0.84333,0.33399,0.83321,0.30981,0.83089
330,0.65688,0.90254,0.46926,0.85041,0.36935,0.83628,0.31753,0.83099,0.29492,0.82612
331,0.67214,0.91172,0.49485,0.86246,0.37573,0.83386,0.32242,0.82659,0.29819,0.82408
332,0.68268,0.91137,0.49234,0.85756,0.37916,0.83728,0.32515,0.82918,0.30149,0.82384
333,0.66115,0.90479,0.47708,0.85335,0.382,0.83682,0.33078,0.83087,0.30043,0.82498
334,0.65883,0.90716,0.47722,0.85404,0.37556,0.8377,0.32322,0.83131,0.30052,0.82682
335,0.67732,0.91416,0.48994,0.85742,0.37498,0.84007,0.32512,0.8322,0.29898,0.82657
336,0.66349,0.90859,0.48178,0.85878,0.37451,0.83308,0.32149,0.82659,0.29524,0.82085
337,0.6637,0.90761,0.4858,0.85761,0.37299,0.83462,0.31888,0.82792,0.29597,0.82541
338,0.66354,0.90967,0.48194,0.85986,0.37124,0.83409,0.31909,0.82676,0.29813,0.8248
339,0.66755,0.9072,0.48967,0.85863,0.36895,0.83487,0.31252,0.82668,0.29448,0.82415
340,0.66176,0.90564,0.47292,0.8532,0.37808,0.83782,0.32364,0.83115,0.29973,0.82875
341,0.66506,0.90907,0.48072,0.85753,0.3742,0.83804,0.31289,0.82972,0.29168,0.8265
342,0.65649,0.90026,0.47401,0.85282,0.36443,0.83249,0.31328,0.82431,0.29215,0.82227
343,0.65671,0.90236,0.47046,0.85306,0.3713,0.83807,0.31455,0.83167,0.2959,0.82835
344,0.65295,0.90429,0.46813,0.85163,0.37074,0.84044,0.32005,0.83575,0.29524,0.82948
345,0.6699,0.90635,0.48525,0.85551,0.37738,0.83814,0.32415,0.82837,0.30067,0.82462
346,0.6644,0.90591,0.47724,0.85541,0.37239,0.83747,0.31758,0.83088,0.29425,0.82842
347,0.64516,0.90278,0.47353,0.85691,0.38184,0.84482,0.32897,0.84051,0.3017,0.83364
348,0.67158,0.90924,0.48647,0.85645,0.37072,0.83548,0.31405,0.82568,0.29198,0.82384
349,0.66039,0.90073,0.47879,0.85161,0.37121,0.83597,0.31652,0.82481,0.29638,0.82366
350,0.65545,0.90812,0.46919,0.85716,0.36501,0.83597,0.31663,0.82892,0.29411,0.82636
351,0.66854,0.91271,0.47508,0.85888,0.37522,0.83967,0.3158,0.8312,0.29438,0.82759
352,0.66002,0.90364,0.48185,0.85657,0.3687,0.83614,0.31254,0.82798,0.2927,0.82454
353,0.65992,0.90655,0.47722,0.85862,0.36519,0.83448,0.31488,0.82654,0.28966,0.82382
354,0.67406,0.90685,0.48568,0.85309,0.35808,0.82896,0.31051,0.82449,0.28537,0.82013
355,0.65446,0.90523,0.47377,0.85594,0.37423,0.84036,0.31746,0.82992,0.29427,0.82437
356,0.65138,0.90281,0.46799,0.85359,0.36574,0.83147,0.32149,0.82567,0.29495,0.81804
357,0.65651,0.90324,0.47207,0.85095,0.35959,0.82972,0.30631,0.82429,0.28728,0.82001
358,0.65699,0.90357,0.46895,0.84881,0.35955,0.83235,0.30955,0.82811,0.28854,0.82282
359,0.65587,0.90697,0.47688,0.85598,0.36857,0.83722,0.31202,0.82724,0.29107,0.82288
360,0.65072,0.90068,0.47075,0.85115,0.36986,0.84048,0.31247,0.83179,0.28934,0.82503
361,0.65761,0.9053,0.46334,0.85088,0.36397,0.83235,0.31309,0.82823,0.28862,0.82226
362,0.65939,0.90381,0.47081,0.85416,0.36036,0.83547,0.31127,0.82846,0.28601,0.82072
363,0.65341,0.9013,0.47238,0.85207,0.36503,0.83417,0.31486,0.82751,0.29004,0.82113
364,0.65808,0.90419,0.46711,0.85114,0.36838,0.83544,0.31164,0.82438,0.28969,0.82026
365,0.66035,0.9039,0.47808,0.85569,0.3613,0.83353,0.3063,0.82455,0.28612,0.82582
366,0.65908,0.90436,0.46893,0.85211,0.36742,0.8373,0.31681,0.83298,0.29533,0.82799
367,0.65063,0.90486,0.46773,0.85127,0.36476,0.83931,0.31076,0.83081,0.29281,0.82714
368,0.64879,0.9014,0.46604,0.85068,0.36094,0.83507,0.3082,0.82912,0.28971,0.82646
369,0.6459,0.90493,0.46322,0.85488,0.35643,0.83309,0.3031,0.82733,0.28312,0.82471
370,0.66647,0.90643,0.47421,0.85349,0.36636,0.83531,0.31549,0.82935,0.29072,0.82404
371,0.66919,0.91453,0.47925,0.85858,0.36243,0.82902,0.31079,0.82095,0.28973,0.81704
372,0.64892,0.89664,0.46783,0.84971,0.35302,0.83085,0.30015,0.82252,0.27615,0.81998
373,0.65348,0.90204,0.47163,0.85429,0.35747,0.82655,0.30477,0.8184,0.28772,0.81925
374,0.64667,0.90292,0.46117,0.85024,0.36009,0.83603,0.30755,0.82814,0.28418,0.82263
375,0.65212,0.90104,0.46141,0.84956,0.35438,0.83339,0.30255,0.82665,0.28307,0.82175
376,0.65753,0.9077,0.46725,0.85475,0.36536,0.83841,0.30713,0.82858,0.28716,0.82263
377,0.6532,0.90539,0.46679,0.85376,0.36283,0.83416,0.30618,0.82748,0.28377,0.82137
378,0.64229,0.89634,0.45856,0.84693,0.36431,0.83397,0.30666,0.82418,0.28603,0.82037
379,0.65808,0.89915,0.47642,0.85117,0.35985,0.83854,0.30047,0.82521,0.27658,0.81955
380,0.65618,0.9093,0.47117,0.85687,0.35848,0.83095,0.30529,0.8242,0.28062,0.81812
381,0.66002,0.90184,0.4739,0.85247,0.36342,0.83295,0.31001,0.82652,0.28755,0.82086
382,0.64369,0.90025,0.46278,0.84933,0.35714,0.83359,0.30553,0.82627,0.27992,0.82129
383,0.64624,0.90759,0.4565,0.85425,0.34908,0.82922,0.29818,0.82449,0.27711,0.81887
384,0.64002,0.89364,0.45364,0.84401,0.3518,0.83228,0.30309,0.8265,0.27909,0.82015
385,0.65007,0.90911,0.46256,0.85848,0.3577,0.83157,0.29698,0.82378,0.27977,0.81994
386,0.65004,0.89976,0.46663,0.84979,0.34309,0.83018,0.29413,0.82189,0.26934,0.81425
387,0.63846,0.90254,0.45538,0.85276,0.35257,0.83292,0.30015,0.82259,0.2751,0.81747
388,0.64714,0.90334,0.46318,0.85293,0.35819,0.82691,0.30498,0.82163,0.28576,0.81584
389,0.63935,0.90026,0.45955,0.85013,0.35176,0.826,0.29832,0.82084,0.27764,0.81639
390,0.65161,0.90198,0.46388,0.85017,0.36116,0.84037,0.30658,0.83182,0.28078,0.82554
391,0.64259,0.89856,0.45728,0.84911,0.36214,0.83726,0.30497,0.82682,0.28829,0.82413
392,0.64153,0.89637,0.45854,0.84497,0.34486,0.83352,0.28977,0.82309,0.27114,0.82035
393,0.65475,0.90285,0.46441,0.84686,0.35913,0.83267,0.30047,0.82344,0.28068,0.81923
394,0.64571,0.9042,0.46307,0.85317,0.34815,0.82552,0.29797,0.8219,0.27144,0.81484
395,0.64692,0.90009,0.45887,0.84778,0.34593,0.8326,0.29509,0.82803,0.27595,0.82016
396,0.63555,0.89687,0.45801,0.84853,0.34687,0.83121,0.29464,0.82352,0.27294,0.81869
397,0.64235,0.90212,0.45854,0.85172,0.34108,0.82697,0.29474,0.82404,0.27123,0.81647
398,0.63726,0.89576,0.45672,0.84712,0.35083,0.8364,0.30066,0.82698,0.2775,0.82066
399,0.63912,0.89907,0.45724,0.84962,0.34552,0.82462,0.29278,0.82078,0.27193,0.81467
400,0.64115,0.89706,0.46425,0.8473,0.34283,0.8268,0.2938,0.82136,0.27072,0.81724
401,0.62969,0.89547,0.45163,0.84947,0.34198,0.8297,0.28806,0.82445,0.26948,0.82191
402,0.63869,0.89864,0.45917,0.85112,0.34167,0.82754,0.29179,0.82365,0.26699,0.81881
403,0.64387,0.899,0.4491,0.84644,0.34409,0.82682,0.28507,0.81874,0.26482,0.81751
404,0.62987,0.89149,0.45503,0.84589,0.35451,0.83083,0.29528,0.8237,0.27355,0.81956
405,0.64116,0.90001,0.45363,0.85147,0.35302,0.83283,0.29156,0.82335,0.27858,0.82206
406,0.63963,0.89886,0.45334,0.84853,0.35081,0.83009,0.2909,0.82302,0.27021,0.81841
407,0.64751,0.89833,0.45735,0.85051,0.34266,0.8293,0.28938,0.82157,0.27145,0.819
408,0.64344,0.89667,0.45221,0.84807,0.34972,0.83035,0.29914,0.8246,0.2775,0.82058
409,0.64247,0.89526,0.45525,0.84623,0.34769,0.83191,0.29512,0.82382,0.27835,0.82044
410,0.64201,0.89236,0.45385,0.84341,0.34276,0.82767,0.28755,0.82153,0.27056,0.81813
411,0.64152,0.90015,0.45769,0.84816,0.35732,0.83352,0.29997,0.82463,0.2747,0.81991
412,0.63739,0.89767,0.45025,0.84792,0.33958,0.82853,0.28986,0.82259,0.27133,0.81825
413,0.65488,0.90437,0.46463,0.85106,0.35708,0.83902,0.30415,0.83102,0.27841,0.82536
414,0.63147,0.89146,0.44298,0.83986,0.33426,0.82891,0.28336,0.8216,0.26311,0.81926
415,0.64402,0.89968,0.45929,0.85085,0.35096,0.82874,0.29527,0.81871,0.27233,0.81554
416,0.62275,0.89424,0.43548,0.84418,0.3433,0.82836,0.28851,0.81995,0.2677,0.81738
417,0.62895,0.89524,0.44624,0.84598,0.3485,0.82895,0.29212,0.82129,0.27283,0.81862
418,0.62913,0.89395,0.44669,0.84374,0.34904,0.83234,0.29021,0.82456,0.27003,0.8209
419,0.63162,0.89026,0.44776,0.84195,0.34759,0.83328,0.29092,0.8271,0.26861,0.82264
420,0.6416,0.89562,0.4565,0.84753,0.35137,0.82911,0.29175,0.82121,0.27348,0.81822
421,0.63996,0.89822,0.45489,0.84678,0.34692,0.8292,0.28845,0.82306,0.27095,0.82054
422,0.63367,0.9026,0.45206,0.85132,0.3383,0.83099,0.28427,0.8203,0.26691,0.8174
423,0.63031,0.89522,0.44676,0.84708,0.34878,0.82906,0.28894,0.81897,0.26833,0.81474
424,0.62323,0.89259,0.44186,0.84636,0.34145,0.83056,0.2881,0.82014,0.26481,0.81555
425,0.63303,0.89542,0.4484,0.84652,0.34223,0.83311,0.28622,0.8228,0.26303,0.81792
426,0.64045,0.90153,0.45023,0.85244,0.34283,0.82565,0.28836,0.82218,0.26459,0.81512
427,0.64111,0.89627,0.457,0.8475,0.33995,0.83268,0.28504,0.82422,0.26885,0.82002
428,0.64576,0.89913,0.45286,0.8453,0.33669,0.82692,0.28396,0.81859,0.26173,0.8157
429,0.62973,0.90095,0.44386,0.85029,0.33608,0.82653,0.28925,0.82032,0.26764,0.81806
430,0.63254,0.8971,0.44408,0.84853,0.33905,0.82776,0.28149,0.81776,0.26138,0.8145
431,0.62749,0.89404,0.44505,0.846,0.34173,0.82747,0.28706,0.82227,0.26126,0.81496
432,0.63272,0.89492,0.44777,0.84652,0.33735,0.82889,0.28064,0.82083,0.26391,0.81766
433,0.63576,0.89951,0.45231,0.84957,0.33872,0.82881,0.28445,0.8202,0.26418,0.81578
434,0.63025,0.89682,0.44827,0.84707,0.33939,0.82994,0.28674,0.82336,0.2623,0.82029
435,0.63013,0.89082,0.43965,0.84137,0.33151,0.82403,0.27463,0.81549,0.25676,0.81289
436,0.61781,0.8934,0.43854,0.84409,0.3309,0.82683,0.27898,0.82105,0.25827,0.81708
437,0.64205,0.90086,0.44866,0.84838,0.33835,0.83072,0.28499,0.82396,0.26337,0.82115
438,0.63666,0.90142,0.45259,0.85018,0.33871,0.82824,0.28523,0.82183,0.26393,0.81962
439,0.63111,0.89832,0.4438,0.84882,0.33993,0.82589,0.28047,0.81822,0.26026,0.81298
440,0.63154,0.90193,0.45234,0.85339,0.33896,0.83066,0.28232,0.82333,0.26391,0.81915
441,0.62687,0.89284,0.44324,0.84406,0.33524,0.82754,0.2805,0.82131,0.25752,0.81672
442,0.61771,0.89559,0.44428,0.84911,0.33734,0.82822,0.28471,0.82141,0.26203,0.81625
443,0.62837,0.89627,0.44541,0.84766,0.33407,0.82702,0.2778,0.81819,0.2574,0.81451
444,0.62507,0.89938,0.44324,0.85061,0.33342,0.82422,0.27968,0.81732,0.26123,0.81386
445,0.62303,0.88807,0.44351,0.84208,0.33025,0.82461,0.27464,0.81946,0.25948,0.81464
446,0.62898,0.89609,0.44504,0.84733,0.33366,0.82338,0.28005,0.81691,0.25813,0.81041
447,0.62116,0.89201,0.43508,0.84409,0.33849,0.82656,0.27655,0.82103,0.25759,0.81739
448,0.62456,0.89111,0.43907,0.84386,0.34496,0.83574,0.28462,0.82752,0.26766,0.82481
449,0.62809,0.89242,0.44269,0.84245,0.332,0.82882,0.28001,0.82251,0.25911,0.81763
450,0.62501,0.89964,0.45254,0.85399,0.33777,0.82541,0.2796,0.81943,0.25837,0.81475
451,0.61883,0.89241,0.44127,0.84749,0.33619,0.83194,0.28162,0.82436,0.26084,0.82016
452,0.62278,0.89229,0.43962,0.84249,0.3296,0.82648,0.27601,0.81888,0.25649,0.81605
453,0.61742,0.88805,0.43488,0.84096,0.33246,0.82462,0.27909,0.81681,0.256,0.81133
454,0.6336,0.89707,0.44265,0.84534,0.33194,0.8265,0.28027,0.82064,0.2583,0.81677
455,0.62837,0.89596,0.44371,0.84659,0.32904,0.8256,0.27633,0.81851,0.25705,0.81472
456,0.62138,0.89234,0.4405,0.84667,0.33658,0.82762,0.28034,0.81982,0.26142,0.81679
457,0.63461,0.89642,0.44264,0.84501,0.3339,0.82341,0.27718,0.81807,0.26112,0.81524
458,0.62698,0.89312,0.43963,0.8426,0.32453,0.8283,0.27311,0.82021,0.24975,0.81398
459,0.62558,0.89073,0.44352,0.84436,0.32306,0.82388,0.26971,0.8167,0.25511,0.81466
460,0.63192,0.89345,0.44559,0.84468,0.33538,0.83081,0.28111,0.8207,0.25633,0.8153
461,0.61378,0.89182,0.44017,0.84563,0.33417,0.82753,0.27729,0.8178,0.25913,0.81573
462,0.6232,0.89596,0.44788,0.85057,0.33396,0.82712,0.27556,0.82186,0.2554,0.81643
463,0.60732,0.88711,0.43064,0.84158,0.33262,0.83102,0.27355,0.82131,0.25667,0.81855
464,0.62139,0.89344,0.434,0.84269,0.33803,0.83294,0.28187,0.8245,0.25945,0.82091
465,0.62638,0.89724,0.44274,0.84898,0.32827,0.82449,0.27164,0.81606,0.25158,0.81218
466,0.61896,0.88801,0.43506,0.83966,0.3325,0.82112,0.2754,0.81521,0.25581,0.81258
467,0.62697,0.89968,0.43973,0.84884,0.3294,0.83248,0.27626,0.82317,0.2561,0.81826
468,0.6058,0.88805,0.43188,0.84376,0.33868,0.83058,0.28069,0.82124,0.25873,0.81546
469,0.63015,0.89731,0.43972,0.84707,0.32554,0.8285,0.26675,0.81878,0.25015,0.81611
470,0.61622,0.88692,0.43358,0.84013,0.32809,0.82343,0.26962,0.81705,0.25191,0.81294
471,0.61492,0.89286,0.43139,0.84467,0.32896,0.82999,0.27161,0.82288,0.25049,0.81896
472,0.61982,0.89308,0.42656,0.84168,0.33126,0.82738,0.27633,0.81976,0.25445,0.8146
473,0.63059,0.89695,0.44969,0.85209,0.31927,0.82679,0.26766,0.8173,0.24858,0.81354
474,0.62205,0.89352,0.44208,0.84695,0.3285,0.82394,0.27436,0.81526,0.2557,0.8099
475,0.61389,0.89292,0.4298,0.84533,0.33256,0.82414,0.27136,0.81501,0.2552,0.81038
476,0.61798,0.89131,0.43776,0.84393,0.33023,0.82621,0.26989,0.81637,0.25294,0.81393
477,0.60971,0.8904,0.43073,0.84514,0.33047,0.82569,0.27626,0.81811,0.25536,0.81295
478,0.60568,0.8881,0.42132,0.84148,0.33535,0.82833,0.27735,0.82521,0.25648,0.81859
479,0.61757,0.89253,0.43435,0.84412,0.32133,0.82236,0.26367,0.8131,0.2438,0.80776
480,0.62163,0.89604,0.43662,0.84556,0.31794,0.82212,0.26514,0.81445,0.24397,0.81066
481,0.63586,0.89923,0.44879,0.85031,0.33174,0.83088,0.27611,0.82483,0.25437,0.82061
482,0.60676,0.88775,0.42512,0.83968,0.32101,0.82608,0.26539,0.8171,0.24726,0.81197
483,0.61504,0.89639,0.43834,0.8487,0.32735,0.82374,0.26835,0.81513,0.24889,0.80973
484,0.61893,0.89061,0.43302,0.83997,0.32636,0.82648,0.27424,0.81882,0.25407,0.8148
485,0.61765,0.88997,0.43795,0.84082,0.32183,0.82287,0.26331,0.81352,0.24612,0.81091
486,0.61739,0.8908,0.43094,0.84177,0.32177,0.8239,0.26734,0.81918,0.24885,0.81439
487,0.62244,0.89175,0.43503,0.84389,0.32777,0.83094,0.26915,0.82058,0.24964,0.81529
488,0.61925,0.88937,0.43383,0.84277,0.32827,0.8284,0.26952,0.81938,0.25275,0.81477
489,0.6017,0.89433,0.43158,0.84766,0.32498,0.82752,0.26772,0.81824,0.24823,0.8136
490,0.61813,0.89197,0.43323,0.84353,0.32603,0.82714,0.26722,0.8167,0.24978,0.81233
491,0.6063,0.88209,0.43841,0.83606,0.32014,0.8176,0.26171,0.81043,0.2434,0.8069
492,0.59834,0.88553,0.43614,0.84507,0.31284,0.81219,0.25195,0.80328,0.23199,0.80069
493,0.58096,0.87676,0.4249,0.83627,0.31064,0.81221,0.24829,0.80454,0.23145,0.79886
494,0.57448,0.87714,0.41691,0.83399,0.31245,0.81399,0.2437,0.80358,0.2319,0.8008
495,0.58553,0.87653,0.42216,0.8323,0.3021,0.81452,0.23608,0.8035,0.22156,0.80121
496,0.57809,0.87828,0.42236,0.83438,0.3157,0.819,0.24243,0.80292,0.22788,0.80169
497,0.55855,0.87015,0.40388,0.82692,0.2999,0.81956,0.23721,0.80695,0.22339,0.80585
498,0.57046,0.87454,0.4023,0.83169,0.28376,0.80956,0.2249,0.80129,0.21044,0.79742
499,0.54963,0.86026,0.39843,0.82155,0.29725,0.81544,0.23916,0.80534,0.21851,0.79958
500,0.55894,0.86871,0.39283,0.82381,0.29359,0.80953,0.23291,0.80033,0.21947,0.79674
